week,pollutant,group1,group2,meandiff,p_value,lower,upper,reject
15,pm25,on_viaduct,under_viaduct,-0.1783,0.996,-1.0181,0.6615,FALSE
16,pm25,0_hw_1,1_hw_2,-0.1419,0.0176,-0.2692,-0.0146,TRUE
16,pm25,0_hw_1,2_hw_4,0.1293,0.3588,-0.0531,0.3116,FALSE
16,pm25,0_hw_1,hw_4,0.3503,0.0017,0.087,0.6137,TRUE
16,pm25,0_hw_1,non_canyon,-0.1816,0,-0.2418,-0.1215,TRUE
16,pm25,0_hw_1,on_viaduct,-0.5253,0,-0.6211,-0.4295,TRUE
16,pm25,0_hw_1,under_viaduct,-0.8045,0,-1.1777,-0.4313,TRUE
16,pm25,1_hw_2,2_hw_4,0.2711,0.0032,0.0588,0.4835,TRUE
16,pm25,1_hw_2,hw_4,0.4922,0,0.2073,0.7772,TRUE
16,pm25,1_hw_2,non_canyon,-0.0398,0.9655,-0.1641,0.0845,FALSE
16,pm25,1_hw_2,on_viaduct,-0.3835,0,-0.5284,-0.2385,TRUE
16,pm25,1_hw_2,under_viaduct,-0.6626,0,-1.0514,-0.2739,TRUE
16,pm25,2_hw_4,hw_4,0.2211,0.3648,-0.0924,0.5345,FALSE
16,pm25,2_hw_4,non_canyon,-0.3109,0,-0.4912,-0.1306,TRUE
16,pm25,2_hw_4,on_viaduct,-0.6546,0,-0.8497,-0.4595,TRUE
16,pm25,2_hw_4,under_viaduct,-0.9338,0,-1.3439,-0.5237,TRUE
16,pm25,hw_4,non_canyon,-0.532,0,-0.7939,-0.2701,TRUE
16,pm25,hw_4,on_viaduct,-0.8757,0,-1.148,-0.6033,TRUE
16,pm25,hw_4,under_viaduct,-1.1549,0,-1.6068,-0.7029,TRUE
16,pm25,non_canyon,on_viaduct,-0.3437,0,-0.4355,-0.2519,TRUE
16,pm25,non_canyon,under_viaduct,-0.6229,0,-0.9951,-0.2507,TRUE
16,pm25,on_viaduct,under_viaduct,-0.2792,0.3127,-0.6588,0.1004,FALSE
17,pm25,0_hw_1,1_hw_2,-0.6822,0,-0.9951,-0.3692,TRUE
17,pm25,0_hw_1,2_hw_4,-0.4156,0.0903,-0.8641,0.0328,FALSE
17,pm25,0_hw_1,hw_4,-0.1112,0.9988,-0.7587,0.5363,FALSE
17,pm25,0_hw_1,non_canyon,0.3585,0,0.2107,0.5064,TRUE
17,pm25,0_hw_1,on_viaduct,-0.3513,0.0002,-0.5868,-0.1158,TRUE
17,pm25,0_hw_1,under_viaduct,0.1375,0.9994,-0.7801,1.0551,FALSE
17,pm25,1_hw_2,2_hw_4,0.2666,0.7418,-0.2556,0.7887,FALSE
17,pm25,1_hw_2,hw_4,0.571,0.1971,-0.1296,1.2716,FALSE
17,pm25,1_hw_2,non_canyon,1.0407,0,0.7351,1.3463,TRUE
17,pm25,1_hw_2,on_viaduct,0.3309,0.0892,-0.0255,0.6872,FALSE
17,pm25,1_hw_2,under_viaduct,0.8197,0.1491,-0.1361,1.7755,FALSE
17,pm25,2_hw_4,hw_4,0.3044,0.9073,-0.4663,1.0751,FALSE
17,pm25,2_hw_4,non_canyon,0.7742,0,0.3308,1.2175,TRUE
17,pm25,2_hw_4,on_viaduct,0.0643,0.9997,-0.4155,0.5441,FALSE
17,pm25,2_hw_4,under_viaduct,0.5531,0.6711,-0.4552,1.5614,FALSE
17,pm25,hw_4,non_canyon,0.4697,0.3229,-0.1743,1.1137,FALSE
17,pm25,hw_4,on_viaduct,-0.2401,0.9403,-0.9097,0.4294,FALSE
17,pm25,hw_4,under_viaduct,0.2487,0.9947,-0.8626,1.3599,FALSE
17,pm25,non_canyon,on_viaduct,-0.7099,0,-0.9355,-0.4842,TRUE
17,pm25,non_canyon,under_viaduct,-0.2211,0.9919,-1.1362,0.6941,FALSE
17,pm25,on_viaduct,under_viaduct,0.4888,0.7179,-0.4445,1.4221,FALSE
18,pm25,0_hw_1,1_hw_2,-0.1815,0.0003,-0.3046,-0.0585,TRUE
18,pm25,0_hw_1,2_hw_4,0.063,0.9414,-0.1133,0.2393,FALSE
18,pm25,0_hw_1,hw_4,0.2808,0.0196,0.0263,0.5354,TRUE
18,pm25,0_hw_1,non_canyon,-0.0163,0.9821,-0.0744,0.0418,FALSE
18,pm25,0_hw_1,on_viaduct,-0.3879,0,-0.4805,-0.2953,TRUE
18,pm25,0_hw_1,under_viaduct,-0.3513,0.0621,-0.7121,0.0094,FALSE
18,pm25,1_hw_2,2_hw_4,0.2445,0.0081,0.0393,0.4498,TRUE
18,pm25,1_hw_2,hw_4,0.4624,0,0.187,0.7378,TRUE
18,pm25,1_hw_2,non_canyon,0.1652,0.001,0.0451,0.2854,TRUE
18,pm25,1_hw_2,on_viaduct,-0.2064,0.0003,-0.3465,-0.0663,TRUE
18,pm25,1_hw_2,under_viaduct,-0.1698,0.8367,-0.5455,0.2059,FALSE
18,pm25,2_hw_4,hw_4,0.2179,0.3405,-0.0851,0.5208,FALSE
18,pm25,2_hw_4,non_canyon,-0.0793,0.8323,-0.2536,0.095,FALSE
18,pm25,2_hw_4,on_viaduct,-0.4509,0,-0.6395,-0.2623,TRUE
18,pm25,2_hw_4,under_viaduct,-0.4143,0.0337,-0.8107,-0.018,TRUE
18,pm25,hw_4,non_canyon,-0.2971,0.0097,-0.5503,-0.044,TRUE
18,pm25,hw_4,on_viaduct,-0.6688,0,-0.932,-0.4056,TRUE
18,pm25,hw_4,under_viaduct,-0.6322,0.0004,-1.069,-0.1953,TRUE
18,pm25,non_canyon,on_viaduct,-0.3716,0,-0.4603,-0.2829,TRUE
18,pm25,non_canyon,under_viaduct,-0.335,0.0872,-0.6948,0.0247,FALSE
18,pm25,on_viaduct,under_viaduct,0.0366,0.9999,-0.3303,0.4035,FALSE
19,pm25,0_hw_1,1_hw_2,-0.1609,0.0063,-0.2933,-0.0285,TRUE
19,pm25,0_hw_1,2_hw_4,0.1095,0.6153,-0.0803,0.2992,FALSE
19,pm25,0_hw_1,hw_4,0.3301,0.007,0.0561,0.604,TRUE
19,pm25,0_hw_1,non_canyon,-0.0649,0.0359,-0.1275,-0.0024,TRUE
19,pm25,0_hw_1,on_viaduct,-0.3475,0,-0.4472,-0.2479,TRUE
19,pm25,0_hw_1,under_viaduct,-0.5757,0.0002,-0.964,-0.1875,TRUE
19,pm25,1_hw_2,2_hw_4,0.2704,0.0057,0.0495,0.4913,TRUE
19,pm25,1_hw_2,hw_4,0.491,0,0.1946,0.7874,TRUE
19,pm25,1_hw_2,non_canyon,0.096,0.3015,-0.0333,0.2253,FALSE
19,pm25,1_hw_2,on_viaduct,-0.1866,0.0049,-0.3374,-0.0358,TRUE
19,pm25,1_hw_2,under_viaduct,-0.4148,0.04,-0.8192,-0.0104,TRUE
19,pm25,2_hw_4,hw_4,0.2206,0.4178,-0.1054,0.5467,FALSE
19,pm25,2_hw_4,non_canyon,-0.1744,0.0882,-0.362,0.0132,FALSE
19,pm25,2_hw_4,on_viaduct,-0.457,0,-0.66,-0.254,TRUE
19,pm25,2_hw_4,under_viaduct,-0.6852,0,-1.1118,-0.2586,TRUE
19,pm25,hw_4,non_canyon,-0.395,0.0004,-0.6675,-0.1226,TRUE
19,pm25,hw_4,on_viaduct,-0.6776,0,-0.9609,-0.3943,TRUE
19,pm25,hw_4,under_viaduct,-0.9058,0,-1.3759,-0.4357,TRUE
19,pm25,non_canyon,on_viaduct,-0.2826,0,-0.3781,-0.1871,TRUE
19,pm25,non_canyon,under_viaduct,-0.5108,0.0019,-0.898,-0.1236,TRUE
19,pm25,on_viaduct,under_viaduct,-0.2282,0.6133,-0.6231,0.1667,FALSE
20,pm25,0_hw_1,1_hw_2,-0.3055,0,-0.3959,-0.2152,TRUE
20,pm25,0_hw_1,2_hw_4,-0.3323,0,-0.4617,-0.2028,TRUE
20,pm25,0_hw_1,hw_4,-0.2744,0.0003,-0.4614,-0.0875,TRUE
20,pm25,0_hw_1,non_canyon,0.1366,0,0.0939,0.1793,TRUE
20,pm25,0_hw_1,on_viaduct,0.057,0.1689,-0.011,0.125,FALSE
20,pm25,0_hw_1,under_viaduct,-0.201,0.2759,-0.4659,0.064,FALSE
20,pm25,1_hw_2,2_hw_4,-0.0267,0.9985,-0.1775,0.124,FALSE
20,pm25,1_hw_2,hw_4,0.0311,0.9994,-0.1712,0.2333,FALSE
20,pm25,1_hw_2,non_canyon,0.4421,0,0.3539,0.5304,TRUE
20,pm25,1_hw_2,on_viaduct,0.3626,0,0.2597,0.4655,TRUE
20,pm25,1_hw_2,under_viaduct,0.1046,0.9231,-0.1714,0.3805,FALSE
20,pm25,2_hw_4,hw_4,0.0578,0.9881,-0.1647,0.2803,FALSE
20,pm25,2_hw_4,non_canyon,0.4689,0,0.3409,0.5969,TRUE
20,pm25,2_hw_4,on_viaduct,0.3893,0,0.2508,0.5278,TRUE
20,pm25,2_hw_4,under_viaduct,0.1313,0.8381,-0.1598,0.4224,FALSE
20,pm25,hw_4,non_canyon,0.4111,0,0.2251,0.597,TRUE
20,pm25,hw_4,on_viaduct,0.3315,0,0.1382,0.5248,TRUE
20,pm25,hw_4,under_viaduct,0.0735,0.9939,-0.2473,0.3943,FALSE
20,pm25,non_canyon,on_viaduct,-0.0796,0.0059,-0.1447,-0.0144,TRUE
20,pm25,non_canyon,under_viaduct,-0.3376,0.0031,-0.6018,-0.0734,TRUE
20,pm25,on_viaduct,under_viaduct,-0.258,0.071,-0.5275,0.0115,FALSE
21,pm25,0_hw_1,1_hw_2,-0.1199,0.0003,-0.2015,-0.0384,TRUE
21,pm25,0_hw_1,2_hw_4,0.0455,0.9127,-0.0713,0.1624,FALSE
21,pm25,0_hw_1,hw_4,0.1853,0.0206,0.0166,0.3541,TRUE
21,pm25,0_hw_1,non_canyon,-0.0529,0.001,-0.0914,-0.0144,TRUE
21,pm25,0_hw_1,on_viaduct,-0.2182,0,-0.2795,-0.1568,TRUE
21,pm25,0_hw_1,under_viaduct,-0.3714,0.0001,-0.6105,-0.1322,TRUE
21,pm25,1_hw_2,2_hw_4,0.1655,0.0062,0.0294,0.3016,TRUE
21,pm25,1_hw_2,hw_4,0.3053,0,0.1227,0.4878,TRUE
21,pm25,1_hw_2,non_canyon,0.067,0.1658,-0.0126,0.1467,FALSE
21,pm25,1_hw_2,on_viaduct,-0.0982,0.0301,-0.1911,-0.0053,TRUE
21,pm25,1_hw_2,under_viaduct,-0.2514,0.0462,-0.5005,-0.0023,TRUE
21,pm25,2_hw_4,hw_4,0.1398,0.3818,-0.0611,0.3406,FALSE
21,pm25,2_hw_4,non_canyon,-0.0984,0.1547,-0.214,0.0171,FALSE
21,pm25,2_hw_4,on_viaduct,-0.2637,0,-0.3887,-0.1387,TRUE
21,pm25,2_hw_4,under_viaduct,-0.4169,0.0001,-0.6797,-0.1541,TRUE
21,pm25,hw_4,non_canyon,-0.2382,0.0006,-0.4061,-0.0704,TRUE
21,pm25,hw_4,on_viaduct,-0.4035,0,-0.578,-0.229,TRUE
21,pm25,hw_4,under_viaduct,-0.5567,0,-0.8463,-0.2671,TRUE
21,pm25,non_canyon,on_viaduct,-0.1653,0,-0.2241,-0.1065,TRUE
21,pm25,non_canyon,under_viaduct,-0.3185,0.0016,-0.5569,-0.08,TRUE
21,pm25,on_viaduct,under_viaduct,-0.1532,0.5092,-0.3964,0.09,FALSE
22,pm25,0_hw_1,1_hw_2,-0.0184,0.9986,-0.1235,0.0867,FALSE
22,pm25,0_hw_1,2_hw_4,0.2961,0,0.1455,0.4467,TRUE
22,pm25,0_hw_1,hw_4,0.5047,0,0.2872,0.7221,TRUE
22,pm25,0_hw_1,non_canyon,-0.1656,0,-0.2153,-0.116,TRUE
22,pm25,0_hw_1,on_viaduct,-0.4793,0,-0.5584,-0.4002,TRUE
22,pm25,0_hw_1,under_viaduct,-0.4017,0.0023,-0.7098,-0.0936,TRUE
22,pm25,1_hw_2,2_hw_4,0.3145,0,0.1392,0.4899,TRUE
22,pm25,1_hw_2,hw_4,0.5231,0,0.2878,0.7583,TRUE
22,pm25,1_hw_2,non_canyon,-0.1472,0.0005,-0.2498,-0.0446,TRUE
22,pm25,1_hw_2,on_viaduct,-0.4609,0,-0.5806,-0.3412,TRUE
22,pm25,1_hw_2,under_viaduct,-0.3833,0.0078,-0.7042,-0.0623,TRUE
22,pm25,2_hw_4,hw_4,0.2085,0.2088,-0.0503,0.4673,FALSE
22,pm25,2_hw_4,non_canyon,-0.4617,0,-0.6106,-0.3129,TRUE
22,pm25,2_hw_4,on_viaduct,-0.7754,0,-0.9365,-0.6143,TRUE
22,pm25,2_hw_4,under_viaduct,-0.6978,0,-1.0364,-0.3592,TRUE
22,pm25,hw_4,non_canyon,-0.6703,0,-0.8865,-0.454,TRUE
22,pm25,hw_4,on_viaduct,-0.984,0,-1.2088,-0.7591,TRUE
22,pm25,hw_4,under_viaduct,-0.9063,0,-1.2795,-0.5332,TRUE
22,pm25,non_canyon,on_viaduct,-0.3137,0,-0.3895,-0.2379,TRUE
22,pm25,non_canyon,under_viaduct,-0.2361,0.2612,-0.5434,0.0712,FALSE
22,pm25,on_viaduct,under_viaduct,0.0776,0.9908,-0.2358,0.391,FALSE
